,Year,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current",Total Non-Current Liabilities,Total Equity,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental",Gross Profit,Total Revenue,Business Revenue,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Diluted Net Income Available to Common Stockholders,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO,Tiker
2409,2022,2712213000.0,1326261000.0,326254000.0,326254000.0,1385952000.0,1920915000.0,1125032000.0,1094321000.0,1092008000.0,795883000.0,791298000.0,192550000.0,192550000.0,192550000.0,-130323000.0,282438000.0,40435000.0,-65152000.0,-65152000.0,-30172000.0,-30172000.0,326502000.0,97226000.0,230693000.0,0.0,95809000.0,269904000.0,577069000.0,577069000.0,-105316000.0,-30281000.0,-135597000.0,-130323000.0,-130323000.0,-0.98,-0.98,132887000.0,132887000.0,MGNI
2410,2013,376660000.0,139637000.0,7802000.0,7802000.0,237023000.0,166380000.0,72216000.0,51742000.0,10193000.0,94164000.0,210280000.0,43503000.0,43503000.0,43503000.0,11639000.0,37883000.0,-6019000.0,-45479000.0,-45479000.0,1144000.0,1144000.0,7802000.0,-832000.0,8410000.0,0.0,-608000.0,148371000.0,529282000.0,529282000.0,35351000.0,-11085000.0,24266000.0,11639000.0,11646000.0,0.41,0.4,28141000.0,29106000.0,MG
2411,2014,443972000.0,175129000.0,10020000.0,10020000.0,268843000.0,201580000.0,86791000.0,65162000.0,16832000.0,114789000.0,242392000.0,36873000.0,36873000.0,36873000.0,22575000.0,30749000.0,-16451000.0,-38005000.0,-38005000.0,3262000.0,3262000.0,10020000.0,2130000.0,7802000.0,0.0,2218000.0,172943000.0,623447000.0,623447000.0,35638000.0,-535000.0,35103000.0,22575000.0,22518000.0,0.79,0.77,28365000.0,29324000.0,MG
2412,2015,471727000.0,171466000.0,10555000.0,10555000.0,300261000.0,226715000.0,93523000.0,59504000.0,11061000.0,133192000.0,245012000.0,50624000.0,50624000.0,50624000.0,15991000.0,36901000.0,-2268000.0,-49941000.0,-49941000.0,481000.0,481000.0,10555000.0,1164000.0,10020000.0,0.0,535000.0,184733000.0,711252000.0,711252000.0,25186000.0,545000.0,25731000.0,15991000.0,16081000.0,0.56,0.54,28613000.0,29590000.0,MG
2413,2016,482675000.0,187946000.0,21188000.0,21188000.0,294729000.0,206387000.0,96877000.0,68323000.0,13506000.0,109510000.0,276288000.0,68124000.0,68124000.0,68124000.0,24650000.0,36110000.0,7364000.0,-16752000.0,-16752000.0,-40378000.0,-40378000.0,21188000.0,10994000.0,10555000.0,0.0,10633000.0,203008000.0,719181000.0,719181000.0,41724000.0,-3309000.0,38415000.0,24650000.0,24654000.0,0.85,0.82,28856000.0,29891000.0,MG
2414,2017,554441000.0,195008000.0,27541000.0,27541000.0,359433000.0,283649000.0,90225000.0,70473000.0,16431000.0,193424000.0,270792000.0,55239000.0,55239000.0,55239000.0,-2168000.0,49729000.0,7678000.0,-102797000.0,-102797000.0,53605000.0,53605000.0,27541000.0,6047000.0,19154000.0,0.0,8387000.0,187712000.0,700970000.0,700970000.0,22052000.0,-22278000.0,-226000.0,-2168000.0,-2175000.0,-0.08,-0.08,28422000.0,28422000.0,MG
2415,2018,694037000.0,202791000.0,25544000.0,25544000.0,491246000.0,422963000.0,100471000.0,73999000.0,15821000.0,322492000.0,271074000.0,41664000.0,41664000.0,41664000.0,6845000.0,41702000.0,-6883000.0,-155450000.0,-155450000.0,113969000.0,113969000.0,25544000.0,183000.0,27541000.0,0.0,-1997000.0,207874000.0,742354000.0,742354000.0,20369000.0,-6098000.0,14271000.0,6845000.0,6836000.0,0.24,0.23,28406000.0,29427000.0,MG
2416,2019,719878000.0,179155000.0,15016000.0,15016000.0,540723000.0,433856000.0,109240000.0,75537000.0,17127000.0,324616000.0,286022000.0,59110000.0,59110000.0,59110000.0,6080000.0,45518000.0,7512000.0,-25280000.0,-25280000.0,-44137000.0,-44137000.0,15016000.0,-10307000.0,25544000.0,0.0,-10528000.0,217297000.0,748586000.0,748586000.0,25012000.0,-14573000.0,10439000.0,6080000.0,6060000.0,0.21,0.21,28740000.0,29046000.0,MG
2417,2020,583313000.0,162588000.0,25760000.0,25760000.0,420725000.0,386094000.0,109847000.0,72051000.0,16904000.0,276247000.0,197219000.0,67802000.0,67802000.0,67802000.0,-99466000.0,139954000.0,27314000.0,-14969000.0,-14969000.0,-44169000.0,-44169000.0,25760000.0,8664000.0,15016000.0,0.0,10744000.0,178531000.0,592571000.0,592571000.0,5182000.0,-119354000.0,-114172000.0,-99466000.0,-99461000.0,-3.41,-3.41,29147000.0,29147000.0,MG
2418,2021,562195000.0,161338000.0,24110000.0,24110000.0,400857000.0,361283000.0,121415000.0,74733000.0,13625000.0,239868000.0,200912000.0,42261000.0,42261000.0,42261000.0,3893000.0,41914000.0,-3546000.0,-18551000.0,-18551000.0,-23245000.0,-23245000.0,24110000.0,465000.0,25760000.0,0.0,-1650000.0,197147000.0,677131000.0,677131000.0,21345000.0,-14057000.0,7288000.0,3893000.0,3860000.0,0.13,0.13,29572000.0,30130000.0,MG
2419,2022,534904000.0,167882000.0,20488000.0,20488000.0,367022000.0,336155000.0,103728000.0,68026000.0,14258000.0,232427000.0,198749000.0,26406000.0,26406000.0,26939000.0,6574000.0,38377000.0,-18012000.0,-12238000.0,-12238000.0,-16323000.0,-16323000.0,20488000.0,-2155000.0,24110000.0,0.0,-3622000.0,198173000.0,687373000.0,687373000.0,18881000.0,-9587000.0,9294000.0,6574000.0,6499000.0,0.22,0.21,29901000.0,30229000.0,MG
2420,2013,32853374.0,31181661.0,29025328.0,23294456.0,1671713.0,7124632.0,5818464.0,3331396.0,1875909.0,1306168.0,25728742.0,-615061.0,-615061.0,-615061.0,-7275706.0,3290537.0,3370108.0,570888.0,570888.0,16636539.0,16636539.0,23294456.0,16592366.0,6702090.0,0.0,16592366.0,13199586.0,14803185.0,14803185.0,-7299538.0,24908.0,-7274630.0,-7275706.0,-7275706.0,-0.26,-0.26,27492670.0,27492670.0,MITK
2421,2014,31102856.0,27695519.0,24035760.0,7766590.0,3407337.0,7160823.0,6211499.0,3227180.0,1792267.0,949324.0,23942033.0,-2468671.0,-2468671.0,-2468671.0,-5291869.0,4310945.0,-1487747.0,-13110631.0,-13110631.0,51436.0,51436.0,7766590.0,-15527866.0,23294456.0,0.0,-15527866.0,17002420.0,19150345.0,19150345.0,-5407826.0,118183.0,-5289643.0,-5291869.0,-5291869.0,-0.17,-0.17,30466063.0,30466063.0,MITK
2422,2015,38746497.0,31408865.0,26673966.0,2752638.0,7337632.0,8313385.0,7404173.0,3598749.0,1537545.0,909212.0,30433112.0,6105308.0,6105308.0,6105308.0,2526139.0,4153342.0,-574173.0,-11344342.0,-11344342.0,225543.0,225543.0,2752638.0,-5013491.0,7766590.0,0.0,-5013952.0,22896298.0,25367496.0,25367496.0,1891681.0,91438.0,1983119.0,2526139.0,2526139.0,0.08,0.08,30790258.0,31480241.0,MITK
2423,2016,48385000.0,40307000.0,33873000.0,9010000.0,8078000.0,8900000.0,8327000.0,4581000.0,1318000.0,573000.0,39485000.0,7854000.0,7854000.0,7854000.0,1959000.0,6992000.0,-1097000.0,-3285000.0,-3285000.0,1733000.0,1733000.0,9010000.0,6302000.0,2753000.0,0.0,6257000.0,31306000.0,34701000.0,34701000.0,1824000.0,134000.0,1958000.0,1959000.0,1959000.0,0.06,0.06,31586535.0,33818501.0,MITK
2424,2017,71719000.0,50876000.0,42568000.0,12289000.0,20843000.0,10311000.0,9534000.0,5627000.0,1918000.0,777000.0,61408000.0,10445000.0,10445000.0,10445000.0,14092000.0,-3065000.0,-582000.0,-7777000.0,-7777000.0,687000.0,687000.0,12289000.0,3355000.0,9010000.0,0.0,3279000.0,41349000.0,45390000.0,45390000.0,2769000.0,402000.0,3171000.0,14092000.0,14092000.0,0.43,0.4,33083000.0,35537000.0,MITK
2425,2018,127150000.0,37628000.0,17476000.0,9028000.0,89522000.0,31756000.0,20407000.0,11488000.0,3573000.0,11349000.0,95394000.0,5626000.0,5626000.0,5626000.0,-11807000.0,19315000.0,-1882000.0,-8424000.0,-8424000.0,-429000.0,-429000.0,9028000.0,-3227000.0,12289000.0,0.0,-3261000.0,54873000.0,63559000.0,63559000.0,-7806000.0,-935000.0,-8741000.0,-11807000.0,-11807000.0,-0.33,-0.33,35811000.0,35811000.0,MITK
2426,2019,135897000.0,54130000.0,33250000.0,16748000.0,81767000.0,28564000.0,20048000.0,11491000.0,3555000.0,8516000.0,107333000.0,14250000.0,14250000.0,14250000.0,-724000.0,14612000.0,362000.0,-10507000.0,-10507000.0,4383000.0,4383000.0,16748000.0,8126000.0,9028000.0,0.0,7720000.0,72324000.0,84590000.0,84590000.0,-1523000.0,-2465000.0,-3988000.0,-724000.0,-724000.0,-0.02,-0.02,39341000.0,39341000.0,MITK
2427,2020,169154000.0,84126000.0,60021000.0,19986000.0,85028000.0,36911000.0,24356000.0,12791000.0,3909000.0,12555000.0,132243000.0,24122000.0,24122000.0,24122000.0,7814000.0,19596000.0,-3288000.0,-24706000.0,-24706000.0,3403000.0,3403000.0,19986000.0,2819000.0,16748000.0,0.0,3238000.0,88118000.0,101310000.0,101310000.0,8754000.0,655000.0,9409000.0,7814000.0,7814000.0,0.19,0.18,41410000.0,42533000.0,MITK
2428,2021,419693000.0,204056000.0,179369000.0,30312000.0,215637000.0,226863000.0,39209000.0,14283000.0,2507000.0,187654000.0,192830000.0,37341000.0,37341000.0,37341000.0,7978000.0,27299000.0,2064000.0,-170488000.0,-170488000.0,143680000.0,143680000.0,30312000.0,10533000.0,19986000.0,0.0,10326000.0,105257000.0,119797000.0,119797000.0,13277000.0,-4475000.0,8802000.0,7978000.0,7978000.0,0.18,0.18,43509000.0,45083000.0,MITK
2429,2022,360410000.0,129096000.0,90327000.0,32059000.0,231314000.0,190093000.0,40497000.0,17423000.0,4974000.0,149596000.0,170317000.0,26351000.0,26351000.0,26351000.0,3032000.0,31780000.0,-8461000.0,-3530000.0,-3530000.0,-21143000.0,-21143000.0,32059000.0,1678000.0,30312000.0,0.0,1747000.0,123935000.0,143943000.0,143943000.0,13139000.0,-10402000.0,2737000.0,3032000.0,3032000.0,0.07,0.07,44595000.0,45780000.0,MITK
2430,2014,186440597.2214,106495763.097186,78311368.935266,78311368.935266,79944834.124214,28805831.38598,26415797.02425,18454705.253868,6952930.106888,2390034.36173,157634765.83542,20119307.707345,20119307.707345,26279393.715465,20946780.47363,7138421.247485,-1805808.00565,-13148730.83436,-13148730.83436,58815926.980305,58815926.980305,75688884.989726,65786503.85329,8647030.217698,0.0,65786503.85329,83885064.02364,125553318.58113,116564758.66673,16719965.463795,4226815.009835,20946780.47363,14966189.21424,14966682.874165,0.02,0.02,29286840.0,30732240.0,MIXT
2431,2015,183503515.86176,106188671.89089,77842643.17857,77842643.17857,77314843.97087,29974713.31892,24171062.87344,16261320.6753,6896384.18735,5803650.44548,153528802.54284,19674105.018708,19674105.018708,23679543.226878,20848798.530673,4324354.615266,-1493609.919061,-17161191.979915,-17161191.979915,699934.733601,699934.733601,76363323.27755,3212847.772394,66089271.18083,0.0,3212847.772394,84946476.566619,125594126.32966,117244717.616105,13203753.945262,7645044.585411,20848798.530673,13470421.575912,13525201.434954,0.02,0.02,31572640.0,32175400.0,MIXT
2432,2016,159107032.195934,84673608.319436,58680410.679904,58680410.679904,74433423.876498,30671850.118622,22343132.875692,14784635.493944,5987818.853056,8328717.24293,128435182.077312,17345766.147644,17345766.147644,21196356.839328,20879141.579626,292037.155168,25178.104534,-18015258.440124,-18015258.440124,-16104536.094614,-16104536.094614,57584989.850668,-16774028.387094,62044076.48381,0.0,-16774028.387094,73998809.943256,105691839.204886,99524574.32181,9944269.13744,10934872.442186,20879141.579626,13165551.502906,13201478.998774,0.02,0.02,31005560.0,31336560.0,MIXT
2433,2017,141686050.056555,52204034.757415,27924358.54109,27924358.54109,89482015.29914,34461854.66121,26889666.17071,18625131.456795,7306010.08841,7572188.4905,107224195.395345,23010884.32911,23010884.32911,26818687.84215,10543072.87873,11748407.96282,4527207.0006,-20829276.89654,-20829276.89654,-36949860.26616,-36949860.26616,26479103.448335,-34768252.83359,63963219.91619,0.0,-34768252.83359,74050556.31693,109521856.09378,103987014.84889,9773817.48876,769255.38997,10543072.87873,8636326.50581,8637535.46778,0.01,0.01,25185040.0,25272760.0,MIXT
2434,2018,168256529.363475,60778817.389269,26020052.539614,26020052.539614,107477711.974206,40191306.945552,33034184.486982,24245163.827073,9307720.005444,7157122.45857,128065222.417923,27167923.669872,27167923.669872,31768905.78285,16528291.946822,20058349.841618,-4817736.00559,-26316214.70859,-26316214.70859,-4806890.619196,-4806890.619196,24524307.640854,-3955181.657914,30078062.472339,0.0,-3955181.657914,86572258.502046,131720063.707588,127865336.479678,16190623.533562,337668.41326,16528291.946822,13936936.857362,13932398.716956,0.02,0.02,22443520.0,22959240.0,MIXT
2435,2019,164782106.727642,60124474.02081,26421913.702974,26421913.702974,104657632.706832,44079268.158456,32071806.829848,21624951.644904,7808956.721868,12007461.328608,120702838.569186,33689172.08768,33689172.08768,39324249.47456,24715870.96384,23260654.68096,-8652276.17024,-20517634.4496,-20517634.4496,-10072121.60416,-10072121.60416,24336649.524258,3099416.03392,20020107.195684,0.0,3099416.03392,95873085.57152,143507087.75904,140545160.46656,24538726.19872,177144.76512,24715870.96384,14695679.86688,14695679.86688,0.03,0.03,22543120.0,23345880.0,MIXT
2436,2020,143655000.0,53398000.0,17953000.0,17953000.0,90257000.0,44630000.0,27534000.0,18996000.0,5987000.0,17096000.0,99025000.0,28178000.0,28178000.0,33473000.0,10987000.0,33893000.0,-11407000.0,-19422000.0,-19422000.0,-15451000.0,-15451000.0,18652000.0,-6695000.0,27838000.0,0.0,-6695000.0,92635000.0,145650000.0,145650000.0,21048000.0,-232000.0,20816000.0,10987000.0,10987000.0,0.02,0.02,22146120.0,22715160.0,MIXT
2437,2021,171146000.0,77226000.0,45489000.0,45489000.0,93920000.0,47747000.0,32697000.0,23840000.0,7905000.0,15050000.0,123399000.0,38572000.0,38572000.0,44003000.0,14595000.0,30483000.0,-1075000.0,-8650000.0,-8650000.0,-5209000.0,-5209000.0,46343000.0,24713000.0,18652000.0,0.0,24713000.0,83029000.0,126894000.0,126894000.0,18198000.0,-969000.0,17229000.0,14595000.0,14595000.0,0.03,0.03,21976600.0,22424960.0,MIXT
2438,2022,180554000.0,74630000.0,33738000.0,33738000.0,105924000.0,53857000.0,40541000.0,27320000.0,8642000.0,13316000.0,126697000.0,19402000.0,19402000.0,26591000.0,8947000.0,26580000.0,-8936000.0,-26157000.0,-26157000.0,-5067000.0,-5067000.0,34719000.0,-11822000.0,46343000.0,0.0,-11822000.0,91435000.0,143294000.0,143294000.0,14449000.0,-1084000.0,13365000.0,8947000.0,8947000.0,0.02,0.02,22076920.0,22558320.0,MIXT
2439,2023,176563000.0,69737000.0,29876000.0,29876000.0,106826000.0,67746000.0,52021000.0,27216000.0,9922000.0,15725000.0,108817000.0,21948000.0,21948000.0,24171000.0,4522000.0,27698000.0,-8049000.0,-28789000.0,-28789000.0,4958000.0,4958000.0,30657000.0,-1883000.0,34719000.0,0.0,-1883000.0,90866000.0,144993000.0,144993000.0,11565000.0,1402000.0,12967000.0,4522000.0,4522000.0,0.01,0.01,22104120.0,22242320.0,MIXT
2440,2013,1213018000.0,879231000.0,589617000.0,288902000.0,333787000.0,191495000.0,128422000.0,57474000.0,50518000.0,63073000.0,1021523000.0,76087000.0,76087000.0,76087000.0,35776000.0,49572000.0,-9261000.0,-36534000.0,-36534000.0,-37149000.0,-37149000.0,288902000.0,2404000.0,287588000.0,0.0,1314000.0,266574000.0,669420000.0,669420000.0,58851000.0,450000.0,59301000.0,35776000.0,35776000.0,0.67,0.67,53061000.0,53481000.0,MKSI
2441,2014,1224044000.0,738091000.0,435031000.0,305437000.0,485953000.0,142222000.0,103627000.0,40868000.0,40868000.0,38595000.0,1081822000.0,101914000.0,101914000.0,101914000.0,115778000.0,49584000.0,-63448000.0,-24808000.0,-24808000.0,-52721000.0,-52721000.0,305437000.0,24385000.0,288902000.0,0.0,16535000.0,337766000.0,780869000.0,780869000.0,138105000.0,-1712000.0,136393000.0,115778000.0,115778000.0,2.17,2.16,53232000.0,53515000.0,MKSI
2442,2015,1273347000.0,939511000.0,658237000.0,227574000.0,333836000.0,112466000.0,90984000.0,32406000.0,27201000.0,21482000.0,1160881000.0,138295000.0,138295000.0,138295000.0,122297000.0,48244000.0,-32246000.0,-167371000.0,-167371000.0,-47097000.0,-47097000.0,227574000.0,-76173000.0,305437000.0,0.0,-77863000.0,362872000.0,813524000.0,813524000.0,158716000.0,752000.0,159468000.0,122297000.0,122297000.0,2.3,2.28,53282000.0,53560000.0,MKSI
2443,2016,2212242000.0,998769000.0,418086000.0,228623000.0,1213473000.0,970450000.0,237300000.0,100331000.0,92131000.0,733150000.0,1241792000.0,180098000.0,180098000.0,180098000.0,104809000.0,97623000.0,-22334000.0,-726986000.0,-726986000.0,554260000.0,554260000.0,228623000.0,7372000.0,227574000.0,0.0,1049000.0,565619000.0,1295342000.0,1295342000.0,190188000.0,-62211000.0,127977000.0,104809000.0,104809000.0,1.96,1.94,53472000.0,54051000.0,MKSI
2444,2017,2414018000.0,1236253000.0,543202000.0,333768000.0,1177765000.0,825111000.0,289822000.0,103916000.0,103916000.0,535289000.0,1588907000.0,355222000.0,355222000.0,355222000.0,339132000.0,66527000.0,-50437000.0,22637000.0,22637000.0,-274860000.0,-274860000.0,333768000.0,102999000.0,228623000.0,0.0,105145000.0,891451000.0,1915977000.0,1915977000.0,422605000.0,25020000.0,447625000.0,339132000.0,339132000.0,6.26,6.16,54137000.0,55074000.0,MKSI
2445,2018,2614246000.0,1464104000.0,718171000.0,644345000.0,1150142000.0,741059000.0,263285000.0,100183000.0,100183000.0,477774000.0,1873187000.0,413781000.0,413781000.0,413781000.0,392896000.0,118853000.0,-97968000.0,72752000.0,72752000.0,-178006000.0,-178006000.0,644345000.0,308527000.0,333887000.0,0.0,310458000.0,979476000.0,2075108000.0,2075108000.0,501117000.0,-20167000.0,480950000.0,392896000.0,392896000.0,7.22,7.14,54406000.0,54992000.0,MKSI
2446,2019,3416320000.0,1433547000.0,523989000.0,414572000.0,1982773000.0,1392976000.0,317681000.0,103845000.0,103845000.0,1075295000.0,2023344000.0,244509000.0,244509000.0,244509000.0,140386000.0,192476000.0,-88353000.0,-947253000.0,-947253000.0,476178000.0,476178000.0,414572000.0,-226566000.0,644345000.0,0.0,-229773000.0,830431000.0,1899773000.0,1899773000.0,268622000.0,-90786000.0,177836000.0,140386000.0,140386000.0,2.57,2.55,54711000.0,55111000.0,MKSI
2447,2020,3903800000.0,1804400000.0,836000000.0,608300000.0,2099400000.0,1542900000.0,373900000.0,128900000.0,128900000.0,1169000000.0,2360900000.0,513200000.0,513200000.0,513200000.0,350100000.0,152100000.0,11000000.0,-202400000.0,-202400000.0,-121500000.0,-121500000.0,608300000.0,189300000.0,414600000.0,0.0,193700000.0,1049500000.0,2330000000.0,2330000000.0,468100000.0,-45100000.0,423000000.0,350100000.0,350100000.0,6.36,6.33,55100000.0,55300000.0,MKSI
2448,2021,4540300000.0,2147300000.0,1042700000.0,966300000.0,2393000000.0,1653700000.0,460800000.0,193200000.0,193200000.0,1192900000.0,2886600000.0,639500000.0,639500000.0,639500000.0,551400000.0,159600000.0,-71500000.0,-204600000.0,-204600000.0,-65100000.0,-65100000.0,966300000.0,369800000.0,608300000.0,0.0,358000000.0,1380200000.0,2949600000.0,2949600000.0,739800000.0,-74300000.0,665500000.0,551400000.0,551400000.0,9.95,9.9,55400000.0,55700000.0,MKSI
2449,2022,11495000000.0,2794000000.0,910000000.0,909000000.0,8701000000.0,7012000000.0,952000000.0,477000000.0,477000000.0,6060000000.0,4483000000.0,529000000.0,529000000.0,529000000.0,333000000.0,353000000.0,-157000000.0,-4552000000.0,-4552000000.0,3971000000.0,3971000000.0,909000000.0,-52000000.0,966000000.0,0.0,-57000000.0,1547000000.0,3547000000.0,3547000000.0,672000000.0,-239000000.0,433000000.0,333000000.0,333000000.0,5.57,5.56,59700000.0,59900000.0,MKSI
2450,2014,269837016.0,133337468.0,67525368.0,38011775.0,136499548.0,107537491.0,96072852.0,52456814.0,36129190.0,11464639.0,162299525.0,-3957596.0,-3957596.0,-1954416.0,-20905564.0,21123907.0,-2172759.0,-64451925.0,-64451925.0,72458995.0,72458995.0,38011775.0,4049474.0,35634957.0,0.0,4049474.0,106395060.0,255374611.0,251023910.0,-16570605.0,-4256439.0,-20827044.0,-20905564.0,-20934330.0,-0.55,-0.55,37832246.0,37832246.0,MMYT
2451,2015,280405000.0,213867000.0,142485000.0,49857000.0,66538000.0,122551000.0,116484000.0,59224000.0,42246000.0,6067000.0,157854000.0,10827000.0,10827000.0,14641000.0,-18358000.0,24182000.0,8817000.0,5418000.0,5418000.0,-2721000.0,-2721000.0,49857000.0,13524000.0,38011000.0,0.0,13524000.0,138949000.0,299662000.0,294837000.0,-14439000.0,-3784000.0,-18223000.0,-18358000.0,-18252000.0,-0.44,-0.44,41808897.0,41808897.0,MMYT
2452,2016,400989000.0,282001000.0,201989000.0,53434000.0,118988000.0,323380000.0,124076000.0,62514000.0,33164000.0,199304000.0,77609000.0,-66000000.0,-66000000.0,-63024000.0,-88542000.0,45817000.0,-20299000.0,-103644000.0,-103644000.0,164612000.0,164612000.0,46273000.0,-5032000.0,49857000.0,0.0,-5032000.0,169020000.0,336054000.0,329885000.0,-64280000.0,-24107000.0,-88387000.0,-88542000.0,-88518000.0,-2.12,-2.12,41714518.0,41714518.0,MMYT
2453,2017,1544784000.0,263189000.0,177215000.0,101704000.0,1281595000.0,139322000.0,134402000.0,86494000.0,38903000.0,4920000.0,1405462000.0,-108457000.0,-108457000.0,-106281000.0,-110303000.0,31459000.0,-27437000.0,163011000.0,163011000.0,2159000.0,2159000.0,101704000.0,56713000.0,46273000.0,0.0,56713000.0,273697000.0,447616000.0,432768000.0,-120174000.0,10064000.0,-110110000.0,-110303000.0,-110168000.0,-2.09,-2.09,52607986.0,52607986.0,MMYT
2454,2018,1765456000.0,540586000.0,389817000.0,187647000.0,1224870000.0,206524000.0,199972000.0,123422000.0,80410000.0,6552000.0,1558932000.0,-125478000.0,-125478000.0,-120267000.0,-220240000.0,78799000.0,21174000.0,-115090000.0,-115090000.0,327899000.0,327899000.0,187647000.0,87331000.0,101704000.0,0.0,87331000.0,499379000.0,675256000.0,607354000.0,-216139000.0,-4010000.0,-220149000.0,-220240000.0,-218412000.0,-2.18,-2.18,100394080.0,100394080.0,MMYT
2455,2019,1570286000.0,440645000.0,311984000.0,177990000.0,1129641000.0,212918000.0,204570000.0,116902000.0,75136000.0,8348000.0,1357368000.0,-78927000.0,-78927000.0,-70104000.0,-167883000.0,81740000.0,16039000.0,70011000.0,70011000.0,-335000.0,-335000.0,177990000.0,-9251000.0,187647000.0,0.0,-9251000.0,312599000.0,486011000.0,457983000.0,-152993000.0,-15630000.0,-168623000.0,-167883000.0,-167759000.0,-1.61,-1.61,103989421.0,103989421.0,MMYT
2456,2020,1083211000.0,279022000.0,167704000.0,129881000.0,804189000.0,220919000.0,179871000.0,77813000.0,28084000.0,41048000.0,862292000.0,-112733000.0,-112733000.0,-103964000.0,-447517000.0,395699000.0,-52146000.0,73833000.0,73833000.0,-10988000.0,-10988000.0,129881000.0,-49888000.0,177990000.0,0.0,-49888000.0,357209000.0,511529000.0,475184000.0,-157931000.0,-289615000.0,-447546000.0,-447517000.0,-447781000.0,-4.26,-4.26,105190507.0,105190507.0,MMYT
